SEA_2010-07-21_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,SEA_2010-07-21_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,10
SEA_2011-08-15_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,SEA_2011-08-15_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,11
SEA_2012-09-11_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,SEA_2012-09-11_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,12
STL_HOS_2010-08-16_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,STL_HOS_2010-08-16_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,13
STL_HOS_2011-09-16_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,STL_HOS_2011-09-16_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,14
STL_HOS_2012-12-12_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,STL_HOS_2012-12-12_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,15
STL_RES_2008-06-24_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,STL_RES_2008-06-24_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,16
STL_RES_2010-08-16_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,STL_RES_2010-08-16_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,17
STL_RES_2012-12-13_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,STL_RES_2012-12-13_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,19
UNC_HOS_2009-05-29_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,UNC_HOS_2009-05-29_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,20
UNC_HOS_2011-10-20_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,UNC_HOS_2011-10-20_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,21
UNC_RES_2011-10-20_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_left.txt,UNC_RES_2011-10-20_0_roi4_s10_r0.60_native_rms_rsl_tlaplace_0mm_right.txt,rd,22
